
[120, 60, 10.0, 6, 200, 3, 8, 3, 7, 6, 70, 2, 8]	0.24300406981170347
[120, 60, 10.0, 6, 200, 3, 8, 3, 7, 6, 70, 2, 8]	0.2884048745910392
[120, 60, 10.0, 6, 200, 3, 8, 3, 7, 6, 70, 2, 8]	0.3075333841306505
[120, 60, 10.0, 6, 200, 3, 8, 3, 7, 6, 70, 2, 8]	0.3210922241818675
[120, 60, 10.0, 6, 200, 3, 8, 3, 7, 6, 70, 2, 8]	0.3277576316825866
[120, 60, 10.0, 6, 200, 3, 8, 3, 7, 6, 70, 2, 8]	0.2983904587250632
[120, 60, 10.0, 6, 200, 3, 8, 3, 7, 6, 70, 2, 8]	0.2671962054809902
[120, 60, 10.0, 6, 200, 3, 8, 3, 7, 6, 70, 2, 8]	0.33240052882174215
[120, 60, 10, 6, 200, 3, 8, 3, 7, 6, 70, 2, 8]	0.3209063281797417
[120, 60, 10, 6, 200, 3, 8, 3, 7, 6, 70, 2, 8]	0.25368742178654585
[120, 60, 10.0, 6, 200, 3, 8, 3, 7, 6, 70, 2, 8]	0.24091640424814784
[120, 60, 10, 6, 200, 3, 8, 3, 7, 6, 70, 2, 8]	0.47227308029397586
[120, 60, 10, 6, 200, 3, 8, 3, 7, 6, 70, 2, 8]	0.32695089218153
[120, 60, 10, 6, 200, 3, 8, 3, 7, 6, 70, 2, 8]	0.3524654931581158
[120, 60, 10, 6, 200, 3, 8, 3, 7, 6, 70, 2, 8]	0.3368797881691884
