175.6794303,521.1014107,156.438
158.8850094,530.4005757,146.797
159.7992079,514.0746084,137.032
85.10795923,495.8287496,127.188
43.51614908,511.0231303,117.438
33.10376369,507.3491819,107.657
19.66770874,502.4348411,97.813
10.56161076,521.9284995,88.063
2.86617763,520.9640683,78.313
-0.79222653,496.1312001,68.485
-14.1600331,513.1909629,58.641
-18.55430642,507.6602333,48.86
27.38930972,502.5877442,39.094
-26.08473132,521.7939233,29.282
15.12617066,2569.955712,19.532
10.95274953,2874.384517,9.75
16.18039806,2795.89912,0
-24.04748715,2811.780566,2891.703
1733.358038,2765.90571,2882.234
2607.671615,2741.277983,2872.062
2706.516536,2680.265281,2862.703
2673.327516,2720.390923,2853.328
2673.380372,2702.048764,2843.984
2710.648622,2689.097172,2834.625
2602.887033,2665.12375,2825.219
2523.363107,2610.35829,2815.828
2525.917753,2612.443021,2806.469
2510.536393,2601.169627,2797.109
2494.740837,2603.555849,2787.812
2478.047855,2601.954956,2778.422
2480.29814,2599.318977,2769.094
2500.458932,2597.498254,2759.672
2478.363299,2584.420623,2750.312
2479.822012,2566.689938,2740.953
2442.40083,2553.91293,2731.594
2470.045158,2550.749995,2722.25
2456.544485,2552.507027,2712.828
2425.314223,2532.04203,2703.422
2449.764619,2526.188075,2694.109
2416.384866,2509.393313,2684.765
2396.387552,2518.391897,2675.39
2418.521839,2500.475266,2666.031
2402.299233,2496.849607,2656.672
2395.466551,2504.036017,2647.281
2402.697255,2479.305949,2637.89
2381.012925,2490.588069,2628.531
2377.528156,2455.967639,2619.172
2340.720907,2460.934136,2609.812
2343.091522,2439.958801,2600.484
2308.554001,2449.598603,2591.109
2371.105689,2434.799286,2581.703
2326.945218,2425.389946,2572.375
2306.723486,2407.079792,2562.953
2277.398774,2416.266427,2553.578
2282.0498,2416.162416,2544.219
2296.826528,2387.031416,2534.859
2300.66459,2391.27815,2525.515
2270.788112,2370.695663,2516.156
2232.68684,2392.503791,2506.797
2242.937914,2354.063253,2497.484
2225.506451,2353.042713,2488.156
2256.845243,2345.351187,2478.828
2202.789337,2319.991446,2469.5
2206.764986,2319.10148,2460.156
2184.908075,2311.106722,2450.75
2171.825006,2290.570076,2441.422
2168.810823,2284.706216,2432.062
2173.017953,2277.825531,2422.672
2157.031029,2264.435463,2413.265
2143.254996,2261.763187,2403.922
2164.651139,2245.511652,2394.578
2143.683581,2244.401578,2385.14
2113.881676,2223.919483,2375.781
2107.899588,2247.329793,2366.422
2086.06811,2217.297965,2357.094
2098.944269,2200.61794,2347.765
2086.871648,2199.071911,2338.344
2076.258784,2187.517497,2329.031
2043.773264,2170.61829,2319.562
2047.667179,2170.953035,2310.203
2064.131457,2171.189037,2300.922
2040.655121,2164.717086,2291.609
2023.769835,2170.766195,2282.25
2061.808837,2152.496888,2272.953
2010.749884,2143.037079,2263.547
2049.666314,2133.710049,2254.203
2020.894336,2123.349381,2244.812
2033.853908,2120.747366,2235.453
1993.080671,2095.559369,2226.078
1985.062204,2102.94549,2216.75
2005.590694,2085.539188,2207.39
2010.210973,2076.638411,2197.969
1999.857545,2097.432199,2188.625
1976.803741,2083.998989,2179.219
1969.490648,2067.30209,2169.875
1966.704749,2049.835678,2160.5
1958.803386,2050.247787,2151.125
1950.762089,2039.264641,2141.765
1955.516865,2017.785426,2132.422
1943.051265,2037.415223,2123.094
1961.136214,2016.444733,2113.75
1931.378611,2004.578149,2104.422
1904.043419,2001.690735,2095.078
1914.459751,2001.822406,2085.719
1910.471392,1987.817425,2076.344
1911.752257,1992.836662,2067
1901.045488,1968.14079,2057.64
1916.969252,1960.596543,2048.281
1895.782017,1961.9668,2038.937
1856.319557,1942.500304,2029.578
1874.550681,1923.166184,2020.172
1843.276877,1940.088756,2010.812
1857.048334,1916.194381,2001.484
1837.16457,1911.386485,1992.156
1849.515538,1908.23852,1982.844
1857.997676,1896.288372,1973.484
1814.301324,1890.661848,1964.14
1802.702962,1878.170107,1954.781
1810.583265,1856.35495,1945.406
1798.918761,1857.286011,1936.062
1792.188982,1865.670002,1926.687
1805.293843,1835.85652,1917.328
1759.994857,1826.210566,1907.922
1788.39447,1828.378506,1898.594
1767.245811,1815.003552,1889.172
1744.575125,1808.214909,1879.75
1740.423913,1808.233029,1870.422
1764.110687,1791.869981,1861.062
1721.822965,1787.657675,1851.703
1716.847139,1786.025529,1842.328
1691.14701,1765.411814,1832.937
1732.73919,1766.680672,1823.578
1693.795407,1766.367536,1814.172
1670.741698,1757.965039,1804.828
1681.824665,1727.545947,1795.453
1688.294038,1733.591355,1786.047
1680.361553,1727.756546,1776.656
1677.280126,1708.458626,1767.25
1672.202138,1709.98462,1757.89
1680.676527,1689.205254,1748.5
1621.724033,1693.046254,1739.109
1567.039196,1670.73702,1729.75
1654.106179,1675.52563,1720.39
1613.829166,1670.541508,1711.047
1638.021148,1644.125884,1701.672
1596.367217,1647.106847,1692.312
1568.388383,1648.128603,1682.937
1567.296674,1635.379141,1673.578
1514.926791,1626.499233,1664.156
1556.96274,1622.123389,1654.797
1562.607618,1610.930207,1645.437
1557.090114,1605.883678,1636.047
1515.402562,1583.930906,1626.672
1542.998927,1591.807533,1617.328
1528.868606,1572.831545,1608
1519.521927,1579.732671,1598.609
1484.302997,1561.002841,1589.265
1455.119673,1560.460493,1579.922
1442.984774,1533.969898,1570.515
1443.790079,1536.484038,1561.156
1428.921561,1537.266502,1551.734
1434.723949,1513.343672,1542.437
1415.212008,1523.88555,1533.078
1402.724992,1508.541339,1523.656
1403.85694,1491.274342,1514.312
1390.833777,1485.453163,1504.906
1369.830262,1492.36786,1495.578
1384.01379,1469.764942,1486.172
1373.215139,1471.590991,1476.797
1370.619977,1466.801309,1467.437
1356.978798,1450.246261,1458.078
1340.238034,1450.08785,1448.734
1331.41744,1444.038048,1439.344
1347.973007,1434.40959,1430.015
1311.766535,1434.40539,1420.625
1301.867003,1417.420789,1411.265
1307.233945,1411.55367,1401.859
1305.653747,1392.408206,1392.5
1291.535525,1395.533354,1383.14
1268.487583,1382.818583,1373.781
1270.965663,1372.777004,1364.422
1285.141827,1374.877354,1354.984
1281.635724,1361.014033,1345.64
1253.786474,1352.279159,1336.281
1275.368457,1347.162712,1326.953
1249.956506,1336.201845,1317.594
1208.930998,1321.530461,1308.187
