[ 100    2   29   40 6753    2    5    5    4    4   15    2   17]	0.13488570040894765
[  76    2   12   20 2155    6    2    5    4    7   10    2   27]	0.15075343436261726
[ 102    1   71   30 3849    1    2    3    4    6    3    2   55]	0.25117466289276513
[ 111    2   40   30 6129    6    5    6    3    5    7    2   16]	0.28322407126274257
[  63    2   13   19 2921    6    6    6    1    2    8    1   34]	0.20530596633781206
[  79    2   36   21 4696    3    5    6    3    4   13    2   52]	0.2005095958114537
[ 113    2   12   39 2499    2    2    5    6    7   13    2   42]	0.14641605829256374
[ 117    1   61   39 6147    7    3    4    5    6    5    1   16]	0.2136138758668391
[  99    1   26   56 2358    7    1    3    3    6   12    1   36]	0.17535012135119696
[  90    2   71   14 4188    4    7    3    6    6    4    1   33]	0.20356261327324368
[  84    1   30   17 5266    5    7    6    5    1    4    2   20]	0.26773034652013145
[ 108    2   98   19 2759    3    1    5    3    3    6    1   55]	0.2896280607634501
[ 103    1    5   30 5387    5    2    2    1    2   18    1   30]	0.1653281457071293
[  80    2   37   44 5653    5    5    7    3    6   14    2   34]	0.17069558227346496
[  71    1   22   57 2381    1    6    4    2    1   14    1   44]	0.22191047402098815
[ 109    2   37    7 4779    3    7    2    6    1   10    2   16]	0.11913891287888485
[ 114    2   75   38 3027    2    4    2    7    3   19    1   38]	0.24724281878377305
[  73    1   32   35 5466    6    3    3    2    2   11    1   28]	0.18063410940278213
[ 101    2   38   33 2568    3    4    5    3    5    9    2   49]	0.20272197211491777
[ 113    2   24   45 1747    6    6    2    7    7   15    1   52]	0.24866102336598148
[ 116    2   44   30 1929    4    4    1    2    4   15    2   55]	0.21776323160529673
[ 110    2   47   33 5365    2    6    3    6    3   16    2   27]	0.15718484590067713
[  93    1   81   57 6998    4    3    4    3    7    8    1   33]	0.2733207323345519
[  97    2   59   16 2401    7    4    6    5    4    6    2   33]	0.20888257738208435
[  97    2   86   20 6059    4    1    4    1    2    9    1   23]	0.21917558564917486
[  68    1    6   48 1867    3    7    7    3    1   15    1   47]	0.16738889496465006
[  72    2   10   11 2434    7    3    3    1    5   17    2   19]	0.13422466848624667
[ 119    1   25   39 4070    6    3    7    6    1    4    1   20]	0.1978896905725878
[  89    1   34   36 5132    6    6    6    6    1   15    2   51]	0.14921192637949746
[ 116    2   20   59 1682    4    6    4    3    7    6    2   20]	0.17561088138625852
[  70    2   86   13 6129    4    3    2    2    2    3    2   59]	0.20032539460609453
[  75    1   77   56 2239    5    3    2    3    3    4    2   29]	0.2632856976174209
[  60    2   21   40 1640    2    6    3    5    5    9    2   36]	0.1655870568345284
[  79    2   21   42 3954    7    2    7    6    6   12    2   19]	0.18409887396429486
