,0
276,-0.2280867243958184
277,-0.24619216785405545
278,-0.25310448236760835
279,-0.2705285084945319
280,-0.2905402234588904
281,-0.3073965521806914
282,-0.31069436246261617
283,-0.3360877164386155
284,-0.34767660880087314
285,-0.3559244367817571
286,-0.37354736229628693
287,-0.3918530100603828
288,-0.4094142764891217
289,-0.42468853506629767
290,-0.43271735975318243
291,-0.45398566675474233
292,-0.46464876991408305
293,-0.4836765292716902
294,-0.5005910757166883
295,-0.5105439743176621
296,-0.5334358460834732
297,-0.5458810632485982
298,-0.558924109990402
299,-0.5741517716917581
300,-0.5855273471124509
301,-0.6017730495746323
302,-0.6129747880321851
303,-0.6333074075995748
304,-0.6456133308287105
305,-0.6571359908547657
306,-0.6654327944071554
307,-0.680112114165236
308,-0.6993336955932845
309,-0.7093043669527852
310,-0.7214337795237148
311,-0.7382279845563005
312,-0.7483745188848803
313,-0.7592947261839831
314,-0.7754605486607377
315,-0.7860261269226043
316,-0.7978698363660234
317,-0.8147776182212143
318,-0.8197660973408605
319,-0.8349491092308603
320,-0.8458731097378311
321,-0.857134332545333
322,-0.862942397972646
323,-0.88378183513411
324,-0.8963689675964717
325,-0.9101584447070433
326,-0.9193361336388213
327,-0.9346039583033117
328,-0.9466975140661276
329,-0.9566962653928706
330,-0.9771954337835986
331,-0.9911561018321414
332,-1.0031308661732035
333,-1.011860243868851
334,-1.0279087382039358
335,-1.0422958409428147
336,-1.0665526715330405
337,-1.0773814476368424
338,-1.089503842813952
339,-1.1036292450799778
340,-1.123200031000894
341,-1.1387138975712323
342,-1.1545072985659985
343,-1.1796531292997998
344,-1.192443788316953
345,-1.2140564042018094
346,-1.2215863383980043
347,-1.2494416556084866
348,-1.2651327008282258
349,-1.2806464675166485
350,-1.3054819158330107
351,-1.3232135375096148
352,-1.3387466231573704
353,-1.3548081969120875
354,-1.3725934396669717
355,-1.3876320107086069
356,-1.4463179985751977
357,-1.4702772861501672
358,-1.4870859284527749
359,-1.503365521756467
360,-1.501564460349909
361,-1.5033372147094222
362,-1.5292428703760212
363,-1.536322985476767
364,-1.5400241912998303
365,-1.556405680143435
366,-1.5542945607599863
367,-1.5691798137323092
368,-1.5942444282220385
369,-1.617224562798918
370,-1.6072830334959212
371,-1.565620170331067
372,-1.5283849481467104
373,-1.4872838961939971
374,-1.3817241064914496
375,-1.2599180358363233
376,-0.7566078979605145
377,1.2045485452390463
378,1.3363198504278828
379,1.3239363799977617
380,1.3032701611264281
381,1.2462363838289454
382,1.2840196835851116
383,1.2278523268287502
384,1.217117901729818
385,1.200176731665248
386,1.192929866887658
387,1.1532193648175355
388,1.136014994532882
389,1.1152072688960155
390,1.0884332153407605
391,1.1072380935098014
392,1.1068064766147976
393,1.0807673187702456
394,1.0728364656212397
395,1.0464045557245416
396,1.027932610841674
397,0.99229015185832
398,0.9798706697465582
399,0.9951968904748152
400,0.980419426843592
401,0.9494075480238671
402,0.9445449350306685
403,0.9221238666633013
404,0.9076482197908563
405,0.8937621770837252
406,0.8807194128259099
407,0.8665572229899634
408,0.8509538775227913
409,0.8326508544035294
410,0.8210832151371936
411,0.8049308720784604
412,0.7901219929111197
413,0.7762259988097217
414,0.7617152544589993
415,0.7470370440418737
416,0.7352430325120891
417,0.7184871175187626
418,0.7091834045541179
419,0.6942323443284022
420,0.6816770851587233
421,0.6666119102332141
422,0.6518846856928229
423,0.6438347165740541
424,0.6303179116577546
425,0.613473713112365
426,0.6025098672325678
427,0.5900597596000449
428,0.574710081515125
429,0.5581906038955534
430,0.5452025676748595
431,0.5290979727535956
432,0.5136780346526852
433,0.5029777532516333
434,0.48722093907542346
435,0.4686187262548101
436,0.4567277396761779
437,0.4414462042008211
438,0.42596239206609676
439,0.40935844401492216
440,0.3944168649626817
441,0.37733935181001077
442,0.36405427677277313
443,0.35157442320623644
444,0.3357070147841197
445,0.32369588095944934
446,0.3071621511643424
447,0.29549641516424335
448,0.2795755855563932
449,0.26717864589578366
450,0.2504724651277177
451,0.22834595750724568
452,0.20682224747658123
453,0.18616160774706686
454,0.16244790952159627
455,0.13900823038058158
456,0.10608911237288561
457,0.09262231312493009
458,0.07668966990611793
459,0.071555269519211
460,0.05820010047430263
461,0.049513360378754256
462,0.040480445588220684
463,0.03029277650923133
464,0.0205130015526985
465,0.007772169108529556
466,-0.00046288381497477937
467,-0.014586781657077136
468,-0.021729535099626877
469,-0.032688902423471604
470,-0.04769802506889839
471,-0.06315445486453193
472,-0.06968094928369205
473,-0.08985986046370938
474,-0.09800295868274035
475,-0.11307473374639014
476,-0.12499565718715627
477,-0.1372416100652469
478,-0.15212254158638827
479,-0.1648113643676331
480,-0.1806350670697245
481,-0.19555881316804535
482,-0.205984439283035
483,-0.22124507224578632
484,-0.23899477623557364
485,-0.24768136996977286
486,-0.26215994892236705
487,-0.2825264487082385
488,-0.28921671350991646
489,-0.3088631674195927
490,-0.32519192203859654
491,-0.3361539756745449
492,-0.35412353331370267
493,-0.36706868605863757
494,-0.37771823574616376
495,-0.39503621920477827
496,-0.4069530711998486
497,-0.42562868804226134
498,-0.44121582093944406
499,-0.45191142716736266
500,-0.4703670898750704
501,-0.4864217752512996
502,-0.5027930123535342
503,-0.5167489071324114
504,-0.5319606860054161
505,-0.5501472177027659
506,-0.5524953985167188
507,-0.577295384027913
508,-0.5927136920757404
509,-0.6039262413774188
510,-0.616790408193645
511,-0.6354956136996903
512,-0.638949235062187
513,-0.661343124269273
514,-0.6737312712516319
515,-0.6864442262298659
516,-0.7002700304118008
517,-0.7116529972789423
518,-0.7223479820057982
519,-0.7404340483825854
520,-0.750581890357709
521,-0.7660636314967456
522,-0.7811336388567764
523,-0.7903861020875934
524,-0.7958775823947098
525,-0.8106598607981945
526,-0.8289057679707879
527,-0.8394548211927333
528,-0.8539284876172797
529,-0.8601039930808339
530,-0.8799649850521816
531,-0.8894863104076832
532,-0.9032426214309166
533,-0.9131977562744835
534,-0.9216922346894483
535,-0.9346358232235458
536,-0.9541595144335456
537,-0.9606830894152159
538,-0.9787161686908281
539,-0.9925426096114968
540,-1.0068821474914862
541,-1.0238424725356705
542,-1.0399684287959878
543,-1.0444173486102502
544,-1.0733074475779598
545,-1.078535044925272
546,-1.0951997189136755
547,-1.1150349767293795
548,-1.1320822824788699
549,-1.1460384062660935
550,-1.1730317451827155
551,-1.163699368993991
552,-1.1945140045534055
553,-1.2185736799855276
554,-1.2369861257858557
555,-1.262863124481379
556,-1.2781545831806682
557,-1.294948578235806
558,-1.3065231656298748
559,-1.330375182671238
560,-1.3468843354227615
561,-1.3644347798988536
562,-1.3798558991180274
563,-1.3990601172057775
564,-1.4476565794227052
565,-1.4876725763623335
566,-1.51290218235466
567,-1.5053905492733546
568,-1.5150911408290522
569,-1.5141220136939966
570,-1.530044803749366
571,-1.5231488233131893
572,-1.5461845731862665
573,-1.563513323951653
574,-1.5676931743982983
575,-1.5658745573908457
576,-1.5985563697260907
577,-1.632756520731336
578,-1.6032125920835707
579,-1.624663847813761
580,-1.5650373263423991
581,-1.480590779879694
582,-1.3986657474854765
583,-1.2204401708500108
584,-0.9478593389396929
585,1.0797993856154566
586,1.2977622591787794
587,1.294855254987735
588,1.2833821922220983
589,1.2551012410390918
590,1.2385007729460755
591,1.2348126891187032
592,1.2011964121533487
593,1.1412387965724575
594,1.1790033192981837
595,1.1538740446808553
596,1.1299472148536591
597,1.1295780242457525
598,1.1195550509817664
599,1.0950971176829933
600,1.1004001003348858
601,1.0965703593668663
602,1.0870945161388794
603,1.047556269155291
604,1.0225252810548704
605,1.013784074237315
606,0.9929836245804191
607,0.9996272509083997
608,0.966086825686594
609,0.9638105531934253
610,0.9473416541286841
611,0.9217785837116647
612,0.9051618010065713
613,0.89285111495048
614,0.8805726665879249
615,0.8648783937689937
616,0.8516712352826158
617,0.8351987325713568
618,0.820823645979698
619,0.8040023941621727
620,0.7856858209028713
621,0.7754238566068851
622,0.7610146569013371
623,0.7467271539436439
624,0.7330844603656399
625,0.7197311044144249
626,0.7045681950520076
627,0.6942587725946517
628,0.6769829863881437
629,0.6693672723737272
630,0.6541462106246134
631,0.6421900907670585
632,0.6283441112101122
633,0.6119438320234593
634,0.6004304971964075
635,0.5863468312809612
636,0.5723710018447242
637,0.5572025946098489
638,0.5424807909014104
639,0.5280488808021019
640,0.5137638807319079
641,0.4979719366726822
642,0.4835297434259291
643,0.46730170725595616
644,0.4496001937030219
645,0.43832507602918164
646,0.42123431366189057
647,0.4027015275846363
648,0.3873024861418473
649,0.37327892532884194
650,0.3624091368747451
651,0.3472957970723262
652,0.3286430249786619
653,0.3189462638385487
654,0.30468128075442813
655,0.29171455711050776
656,0.27333188346694565
657,0.2552963260676553
658,0.23861557680143974
659,0.21468755885245416
660,0.19281255595769914
661,0.17801292158543403
662,0.14740695369392015
663,0.12144857987437548
664,0.10389586353971657
665,0.08591595528635969
666,0.0744393244181508
667,0.06147891745505267
668,0.05199510813356688
669,0.04128145304199135
670,0.04091592847335451
671,0.023620649653090728
672,0.0133443627307199
673,0.0019973784979479964
674,-0.012215258207309475
675,-0.019493811676228358
676,-0.03028178182002341
677,-0.045718613588472144
678,-0.058686524571352636
679,-0.07168753797236174
680,-0.08146323115848234
681,-0.09436587100008034
682,-0.10254133127604026
683,-0.11759817933524298
684,-0.13760096959076012
685,-0.1509616706381482
686,-0.16184510067008867
687,-0.17632013280512424
688,-0.18868254905127108
689,-0.199446027023651
690,-0.214724839439427
691,-0.22910220735634795
692,-0.2461727285086895
693,-0.25801252339494585
694,-0.27378592839977994
695,-0.2870017364007286
696,-0.30222991332242466
697,-0.31486273231598133
698,-0.33009692290501097
699,-0.34863202480480027
700,-0.36458429017862065
701,-0.3792359132723708
702,-0.3926441049652762
703,-0.40524718997299203
704,-0.4270096060959198
705,-0.4376180088750227
706,-0.4534086928217608
707,-0.4688455317582656
708,-0.4853768960366184
709,-0.493274229112674
710,-0.5149279323668239
711,-0.5288305407842435
712,-0.5355910337234207
713,-0.5623680472583511
714,-0.5757753896527001
715,-0.5868894871227959
716,-0.602143590666783
717,-0.6143338223625094
718,-0.6334484500051222
719,-0.6424998834415669
720,-0.6616683319028268
721,-0.6717926701428008
722,-0.6874484183630802
723,-0.6961554410965972
724,-0.7150823565967813
725,-0.7270811422254785
726,-0.7386178269969832
727,-0.7537395750877005
728,-0.7683342850103625
729,-0.7783926953405294
730,-0.7922838368633226
731,-0.802749762932135
732,-0.8078697772468968
733,-0.8291278495732104
734,-0.8380801690272829
735,-0.8538549166064265
736,-0.8626963096573571
737,-0.8795163859488209
738,-0.890965904222027
739,-0.9047495403723051
740,-0.9079076143751279
741,-0.930872537381673
742,-0.9442270435098838
743,-0.9560101804081564
744,-0.966512453110708
745,-0.9798966867132703
746,-0.9936291870074347
747,-1.007948334634225
748,-1.0176673667858036
749,-1.0349637323190248
750,-1.053372215700871
751,-1.0745221463131025
752,-1.0856485209241302
753,-1.1101111628850517
754,-1.1126204757221168
755,-1.1431949121496632
756,-1.144418412309962
757,-1.1663652323062073
758,-1.1829658079520318
759,-1.1978096846348723
760,-1.2178390633023086
761,-1.235282063442816
762,-1.25287689735605
763,-1.268431925368253
764,-1.2926459674016035
765,-1.309170220329952
766,-1.333445994205915
767,-1.3467407774137126
768,-1.3625551470564012
769,-1.3795932383805152
770,-1.3990136451811994
771,-1.449892404736219
772,-1.4843606357765282
773,-1.501648478811441
774,-1.511073528236704
775,-1.512778341566965
776,-1.5110319604039724
777,-1.518048163393677
778,-1.5390722221303916
779,-1.5444350583839572
780,-1.5597260523797494
781,-1.5624093180069245
782,-1.5828030910741222
783,-1.6077220681035882
784,-1.6389328656140962
785,-1.5582481322952413
786,-1.5996385422215598
787,-1.5802569486417146
788,-1.5142580359981221
789,-1.3949550781850957
790,-1.124705693427895
791,-0.9903663521888659
792,1.1018121037046498
793,1.343964184306967
794,1.3259650110595764
795,1.2993073104465847
796,1.2988093806342556
797,1.2345103023335233
798,1.257447609779815
799,1.2225631599418358
800,1.2155898892656554
801,1.1788296847103297
802,1.1336942673914536
803,1.1406412394509322
804,1.1250479115440994
805,1.1150133166109428
806,1.0970864754344907
807,1.0838824858481695
808,1.0885925167875699
809,1.0666660045792853
810,1.0277754418676674
811,1.021656636299854
812,1.016165629218765
813,0.9953973069627311
814,0.9943357813780962
815,0.9704525677458247
816,0.9560651711833015
817,0.9322760698326142
818,0.9129620343540088
819,0.8951293680410517
820,0.8820180951828489
821,0.866798886067346
822,0.8521544291690518
823,0.8360133073970928
824,0.8209842867582853
825,0.8054722887175146
826,0.7912185147341172
827,0.7730390961939578
828,0.7606595457096564
829,0.7453067786538335
830,0.7317979395897933
831,0.7160751258645341
832,0.7050888609489493
833,0.6881243511862359
834,0.6787241577771161
835,0.6625035319985911
836,0.6518461581407625
837,0.6353343085091774
838,0.6233331791717553
839,0.6044243140680201
840,0.5928394670958164
841,0.5774137739077108
842,0.5625081774242915
843,0.5452705771493751
844,0.529853921912588
845,0.514931261459736
846,0.49835410019790877
847,0.48641718095777403
848,0.46660139521065086
849,0.4545895960774932
850,0.4349911125397296
851,0.4176187470088149
852,0.4006530755963849
853,0.38796363191083616
854,0.36934947155168857
855,0.3578351823685913
856,0.34214738562941194
857,0.3282050484631173
858,0.30894414611931614
859,0.29489176448026144
860,0.2816648054814093
861,0.2678737104914299
862,0.2449950901695293
863,0.22020167757143366
864,0.19731754048553024
865,0.17354823968113559
866,0.15117177169812307
867,0.12126296344778358
868,0.0994168373345022
869,0.08809353101659397
870,0.07085492613199747
871,0.06951260342266698
872,0.05122808563456027
873,0.038224554220273335
874,0.03181158642980246
875,0.01864155089017816
876,0.010952588863053989
877,-0.0015899006723346168
878,-0.012891235873166568
879,-0.021891857589856734
880,-0.03682718664498601
881,-0.04768137964290382
882,-0.0612755444066153
883,-0.07438646087601171
884,-0.08995617173056969
885,-0.10226371491912431
886,-0.11501163205017077
887,-0.12535097992162206
888,-0.140883416912239
889,-0.1541487482938017
890,-0.1690506473683561
891,-0.1824975461893045
892,-0.18726399923230466
893,-0.21297333566171023
894,-0.23106990863494237
895,-0.24331916687913235
896,-0.2577579804862664
897,-0.273798540958812
898,-0.28444973966970355
899,-0.30306698890641237
900,-0.31654656880975807
901,-0.32854875483442525
902,-0.3459037380550044
903,-0.36260289580784616
904,-0.38001040547604586
905,-0.39412454437567573
906,-0.40802847360954175
907,-0.42317183986796797
908,-0.4383257693162205
909,-0.45731802689330786
910,-0.466750317336668
911,-0.4896927707596536
912,-0.5048659487271873
913,-0.5173145579929077
914,-0.5338239966499598
915,-0.5477363091242171
916,-0.5615382434418708
917,-0.5799712105170256
918,-0.5894427778597433
919,-0.6085409291248778
920,-0.6221262676685985
921,-0.6318358317444814
922,-0.6559616436769486
923,-0.6596976453041157
924,-0.6808900137072813
925,-0.6963438075884001
926,-0.7120453243812539
927,-0.7200302882728014
928,-0.7368827288564698
929,-0.7418301406882128
930,-0.7531877574305502
931,-0.7705792974306301
932,-0.7870281854631265
933,-0.8016278465104574
934,-0.8114977706159999
935,-0.8246352662049069
936,-0.8363724578610638
937,-0.8519671009082286
938,-0.8635518584744315
939,-0.8762695427579505
940,-0.8808732578587841
941,-0.9071440206902703
942,-0.9197918699834646
943,-0.9285903150492635
944,-0.9419621829728935
945,-0.9568049395418584
946,-0.9711492574864006
947,-0.9819887332766732
948,-1.0004243467199594
949,-1.0116378838202147
950,-1.0220752527638666
951,-1.0502271509026733
952,-1.057342617259238
953,-1.0714625937038946
954,-1.0876603025052058
955,-1.104824625579167
956,-1.1200096483563309
957,-1.139294656276593
958,-1.152213528689569
959,-1.1686647125069662
960,-1.1902166095307039
961,-1.2075249872355514
962,-1.2288883487792734
963,-1.2548178895257442
964,-1.2643849048289169
965,-1.282037895566358
966,-1.291641741407982
967,-1.3263324473429954
968,-1.3388053370886352
969,-1.3564663296647204
970,-1.371947072479626
971,-1.387326529104071
972,-1.4431335037942157
973,-1.4802470348532286
974,-1.485003491735105
975,-1.5017543416778163
976,-1.5070189016014122
977,-1.5126552788784953
978,-1.519297171829104
979,-1.5391279499850716
980,-1.5403489665546215
981,-1.5609814119814407
982,-1.5713872074379422
983,-1.5775458421737352
984,-1.598847353845506
985,-1.5455906831767539
986,-1.6270162781868451
987,-1.5838574555068092
988,-1.589508802884172
989,-1.4964482560249583
990,-1.404916713980342
991,-1.207864316682876
992,-1.2398747885166406
993,1.1558913633385615
994,1.2568145552500243
995,1.3235801125567699
996,1.309373086584877
997,1.28086106849522
998,1.2594589846910185
999,1.2576717204422767
1000,1.1999358753968854
1001,1.2119110491111982
1002,1.1834576925218598
1003,1.1166629158593357
1004,1.154083588597729
1005,1.145108136515524
1006,1.0995730935907129
1007,1.1112825929133614
1008,1.1200236459817554
1009,1.0966369840415178
1010,1.0950167105527149
1011,1.079564489115624
1012,1.0635252059603175
1013,1.0489831219790324
1014,1.0446448253160114
1015,1.027840752905139
1016,1.0009526250300531
1017,0.9855988124036696
1018,0.9865198499071188
1019,0.9667241866812053
1020,0.9536649737221705
1021,0.9414716675311712
1022,0.9289406963977703
1023,0.9169076099999349
1024,0.9032294293024168
1025,0.8888221557429604
1026,0.8765878637430992
1027,0.8623261977086035
1028,0.8471298045103687
1029,0.8302581477457418
1030,0.8207389302876382
1031,0.8015156387728966
1032,0.7907388484738643
1033,0.7770646871069159
1034,0.7643494106588881
1035,0.7513285097087572
1036,0.737931661729573
1037,0.7269973265193781
1038,0.7152149052128401
1039,0.7020823722331331
1040,0.6900025282072147
1041,0.6793907873117768
1042,0.6646015352366195
1043,0.6573559223889704
1044,0.6385277438495806
1045,0.6277805955786477
1046,0.6135642564595882
1047,0.599857524339994
1048,0.5872547199861256
1049,0.5709312526247661
1050,0.5596273303483873
1051,0.541264132681802
1052,0.528961972673661
1053,0.5123103805271052
1054,0.5015329583804607
1055,0.4840278523175722
1056,0.4705478464246727
1057,0.454477051493585
1058,0.4409918001402167
1059,0.42501784171903356
1060,0.4085636709736706
1061,0.39666967768685757
1062,0.38023957095127003
1063,0.36824894794456403
1064,0.3539621458430166
1065,0.3420672280539379
1066,0.3264138181965911
1067,0.3129717668072146
1068,0.2984778210096334
1069,0.28441497614359207
1070,0.2714296794974539
1071,0.25215991648079167
1072,0.2381580303839902
1073,0.2178166274291109
1074,0.19449518704717617
1075,0.17857356813468928
1076,0.1551573185765175
1077,0.12235509714366129
1078,0.1024227759595744
1079,0.07976375932065168
1080,0.06744684822015067
1081,0.056673175155161556
1082,0.04671203285807987
1083,0.03173911742678298
1084,0.02727064652571097
1085,0.012799904771069237
1086,0.0033728796465403027
1087,-0.005208821502091392
1088,-0.01947035350971687
1089,-0.03240126328904443
1090,-0.038277013959276886
1091,-0.05742335968199213
1092,-0.06927805776213768
1093,-0.0801880322547536
1094,-0.09460778793024992
1095,-0.09629166698744912
1096,-0.1198200388693405
1097,-0.1345530011755504
1098,-0.14757639876873005
1099,-0.15784916629289955
1100,-0.1743173619438103
1101,-0.187692531478147
1102,-0.19151452913276684
1103,-0.215569956979193
1104,-0.22831784519843817
1105,-0.24510612046230595
1106,-0.25136832492604083
1107,-0.2703989776917008
1108,-0.2852359704329336
1109,-0.29809906154423504
1110,-0.3160453279243284
1111,-0.328034446521024
1112,-0.34065994255191384
1113,-0.35457248233429794
1114,-0.36865394324816403
1115,-0.3912620940886746
1116,-0.3983507659241824
1117,-0.4164877015384145
1118,-0.43753492816330003
1119,-0.44190239983321405
1120,-0.4627667552933793
1121,-0.4748257124317304
1122,-0.4915424449083533
1123,-0.5032705658092343
1124,-0.5180303076641616
1125,-0.5368987982782021
1126,-0.5437884704689414
1127,-0.5644701639172598
1128,-0.5769802668894248
1129,-0.5849095771401742
1130,-0.6073393178936234
1131,-0.6189451338625942
1132,-0.6307582399884782
1133,-0.6439273861617151
1134,-0.6570508143077215
1135,-0.669578317706661
1136,-0.6849318742303585
1137,-0.692018309466878
1138,-0.7054996418925373
1139,-0.724915721815622
1140,-0.736165033692169
1141,-0.7514517241298878
1142,-0.7593636807607899
1143,-0.7685740025247805
1144,-0.7829647434179756
1145,-0.8007462604744147
1146,-0.8110384819084606
1147,-0.823141993214198
1148,-0.8347576006367289
1149,-0.8367098575563315
1150,-0.8605490729252572
1151,-0.865699716733715
1152,-0.8838509159500616
1153,-0.8985194420607968
1154,-0.9067219656458425
1155,-0.9258350825489065
1156,-0.9331102648239378
1157,-0.9464655536158082
1158,-0.9619747492924776
1159,-0.97675219435304
1160,-0.9778625661691888
1161,-1.0040517854908324
1162,-1.0119353652409477
1163,-1.0302521280105392
1164,-1.0370965321701526
1165,-1.0622193896807248
1166,-1.0712040252787338
1167,-1.0811193460169362
1168,-1.1021638413919468
1169,-1.1189933914927934
1170,-1.1493228184375244
1171,-1.1553305062402428
1172,-1.170485694410014
1173,-1.184975812644278
1174,-1.2177888808820183
1175,-1.2330917143889741
1176,-1.24751876143195
1177,-1.2639113785210825
1178,-1.2832679530891677
1179,-1.3022349841630336
1180,-1.3199935824177236
1181,-1.3335051556316546
1182,-1.3479570949268673
1183,-1.3770142486618375
1184,-1.3862800080239424
1185,-1.4079135051724985
1186,-1.4508216534345253
1187,-1.4760170069880578
1188,-1.490631472332526
1189,-1.5066611674335366
1190,-1.481201791713931
1191,-1.5101045891835092
1192,-1.5354641917642227
1193,-1.5365359457640564
1194,-1.5464478210088068
1195,-1.5503643176084032
1196,-1.564917483810543
1197,-1.5686209363651726
1198,-1.5902320729677268
1199,-1.6061334368107008
1200,-1.5795862866780992
1201,-1.5749180527653026
